% hyscan_SZA_51_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 38.3, -0.7, 12.8, -0.7, 12.8 
7.0, 38.7, -0.3, 9.0, 0.4, -3.8 
5.0, 38.8, -0.2, 6.4, 0.2, -2.6 
3.5, 38.9, -0.1, 4.5, 0.1, -1.9 
3.0, 38.9, -0.1, -3.9, 0.0, -8.4 
3.5, 38.9, -0.1, -4.5, -0.0, -0.6 
4.0, 38.9, -0.1, -5.1, -0.0, -0.6 
5.0, 38.8, -0.2, -6.4, -0.1, -1.3 
6.0, 38.7, -0.3, -7.7, -0.1, -1.3 
7.0, 38.7, -0.3, -9.0, -0.1, -1.3 
8.0, 38.5, -0.5, -10.3, -0.1, -1.3 
10.0, 38.3, -0.7, -12.8, -0.3, -2.5 
12.0, 38.0, -1.0, -15.3, -0.3, -2.5 
14.0, 37.6, -1.4, -17.8, -0.4, -2.5 
16.0, 37.2, -1.8, -20.3, -0.4, -2.5 
18.0, 36.8, -2.2, -22.7, -0.5, -2.4 
20.0, 36.3, -2.7, -25.1, -0.5, -2.4 
25.0, 34.8, -4.2, -31.0, -1.5, -5.9 
30.0, 33.0, -6.0, -36.6, -1.8, -5.6 
35.0, 31.0, -8.0, -42.0, -2.0, -5.4 
40.0, 28.8, -10.2, -47.2, -2.2, -5.2 
45.0, 26.4, -12.6, -52.1, -2.4, -5.0 
50.0, 23.9, -15.1, -56.9, -2.6, -4.7 
60.0, 18.3, -20.7, -65.8, -5.5, -8.9 
70.0, 12.4, -26.6, -74.2, -5.9, -8.4 
80.1, 12.4, -26.6, -87.2, 0.0, -13.0 
89.9, 12.4, -26.6, -100.2, 0.0, -13.0 
99.9, 12.4, -26.6, -114.0, 0.0, -13.8 
120.0, 12.4, -26.6, -147.0, 0.0, -33.0 
128.6, 12.4, -26.6, -180.0, 0.0, -33.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
