% hyscan_SZA_3_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 79.6, -7.4, 73.5, -7.4, 73.5 
7.0, 82.4, -4.6, 66.9, 2.8, -6.6 
5.0, 84.2, -2.8, 59.1, 1.8, -7.8 
3.5, 85.4, -1.6, 49.4, 1.2, -9.7 
3.0, 85.8, -1.2, -45.0, 0.4, -94.5 
3.5, 85.4, -1.6, -49.4, -0.4, -4.4 
4.0, 85.0, -2.0, -53.2, -0.4, -3.7 
5.0, 84.2, -2.8, -59.1, -0.8, -5.9 
6.0, 83.3, -3.7, -63.5, -0.9, -4.4 
7.0, 82.4, -4.6, -66.9, -0.9, -3.4 
8.0, 81.5, -5.5, -69.6, -0.9, -2.7 
10.0, 79.6, -7.4, -73.5, -1.9, -3.9 
12.0, 77.6, -9.4, -76.2, -1.9, -2.7 
14.0, 75.7, -11.3, -78.1, -1.9, -2.0 
16.0, 73.7, -13.3, -79.7, -2.0, -1.5 
18.0, 71.8, -15.2, -80.8, -2.0, -1.2 
20.0, 69.8, -17.2, -81.8, -2.0, -1.0 
25.0, 64.8, -22.2, -83.6, -5.0, -1.8 
30.0, 59.9, -27.1, -84.8, -5.0, -1.2 
35.0, 54.9, -32.1, -85.7, -5.0, -0.9 
40.0, 49.9, -37.1, -86.4, -5.0, -0.7 
45.0, 44.9, -42.1, -87.0, -5.0, -0.6 
50.0, 39.9, -47.1, -87.5, -5.0, -0.5 
60.0, 30.0, -57.0, -88.3, -10.0, -0.8 
70.0, 20.0, -67.0, -88.9, -10.0, -0.6 
80.0, 10.0, -77.0, -89.5, -10.0, -0.6 
83.0, 10.0, -77.0, -180.0, 0.0, -90.5 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
