% hyscan_SZA_49p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 39.8, -0.7, 13.1, -0.7, 13.1 
7.0, 40.1, -0.4, 9.2, 0.4, -3.9 
5.0, 40.3, -0.2, 6.6, 0.2, -2.6 
3.5, 40.4, -0.1, 4.6, 0.1, -2.0 
3.0, 40.4, -0.1, -3.9, 0.0, -8.5 
3.5, 40.4, -0.1, -4.6, -0.0, -0.7 
4.0, 40.4, -0.1, -5.3, -0.0, -0.7 
5.0, 40.3, -0.2, -6.6, -0.1, -1.3 
6.0, 40.2, -0.3, -7.9, -0.1, -1.3 
7.0, 40.1, -0.4, -9.2, -0.1, -1.3 
8.0, 40.0, -0.5, -10.5, -0.1, -1.3 
10.0, 39.8, -0.7, -13.1, -0.3, -2.6 
12.0, 39.4, -1.1, -15.6, -0.3, -2.6 
14.0, 39.1, -1.4, -18.2, -0.4, -2.5 
16.0, 38.6, -1.9, -20.7, -0.4, -2.5 
18.0, 38.1, -2.4, -23.1, -0.5, -2.5 
20.0, 37.6, -2.9, -25.6, -0.5, -2.4 
25.0, 36.1, -4.4, -31.5, -1.6, -5.9 
30.0, 34.2, -6.3, -37.2, -1.8, -5.7 
35.0, 32.1, -8.4, -42.6, -2.1, -5.4 
40.0, 29.8, -10.7, -47.8, -2.3, -5.2 
45.0, 27.3, -13.2, -52.8, -2.5, -4.9 
50.0, 24.7, -15.8, -57.5, -2.7, -4.7 
60.0, 18.9, -21.6, -66.3, -5.7, -8.8 
70.0, 12.8, -27.7, -74.5, -6.1, -8.2 
80.0, 12.8, -27.7, -87.8, 0.0, -13.3 
90.0, 12.8, -27.7, -101.3, -0.0, -13.5 
99.9, 12.8, -27.7, -115.3, 0.0, -14.0 
120.0, 12.8, -27.7, -150.3, 0.0, -35.0 
126.7, 12.8, -27.7, -180.0, 0.0, -29.7 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
