% hyscan_SZA_0p1_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 80.0, -9.9, 89.4, -9.9, 89.4 
7.0, 83.0, -6.9, 89.2, 3.0, -0.2 
5.0, 85.0, -4.9, 88.9, 2.0, -0.3 
3.5, 86.5, -3.4, 88.4, 1.5, -0.5 
3.0, 87.0, -2.9, -88.1, 0.5, -176.5 
3.5, 86.5, -3.4, -88.4, -0.5, -0.3 
4.0, 86.0, -3.9, -88.6, -0.5, -0.2 
5.0, 85.0, -4.9, -88.9, -1.0, -0.3 
6.0, 84.0, -5.9, -89.0, -1.0, -0.2 
7.0, 83.0, -6.9, -89.2, -1.0, -0.1 
8.0, 82.0, -7.9, -89.3, -1.0, -0.1 
10.0, 80.0, -9.9, -89.4, -2.0, -0.1 
12.0, 78.0, -11.9, -89.5, -2.0, -0.1 
14.0, 76.0, -13.9, -89.6, -2.0, -0.1 
16.0, 74.0, -15.9, -89.7, -2.0, -0.1 
18.0, 72.0, -17.9, -89.7, -2.0, -0.0 
20.0, 70.0, -19.9, -89.7, -2.0, -0.0 
25.0, 65.0, -24.9, -89.8, -5.0, -0.1 
30.0, 60.0, -29.9, -89.8, -5.0, -0.0 
35.0, 55.0, -34.9, -89.9, -5.0, -0.0 
40.0, 50.0, -39.9, -89.9, -5.0, -0.0 
45.0, 45.0, -44.9, -89.9, -5.0, -0.0 
50.0, 40.0, -49.9, -89.9, -5.0, -0.0 
60.0, 30.0, -59.9, -89.9, -10.0, -0.0 
70.0, 20.0, -69.9, -90.0, -10.0, -0.0 
80.0, 10.0, -79.9, -90.0, -10.0, -0.0 
80.1, 10.0, -79.9, -180.0, 0.0, -90.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
