% hyscan_SZA_62p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 27.0, -0.5, 11.2, -0.5, 11.2 
7.0, 27.3, -0.2, 7.9, 0.2, -3.4 
5.0, 27.4, -0.1, 5.6, 0.1, -2.2 
3.5, 27.4, -0.1, 3.9, 0.1, -1.7 
3.0, 27.5, -0.0, -3.4, 0.0, -7.3 
3.5, 27.4, -0.1, -3.9, -0.0, -0.6 
4.0, 27.4, -0.1, -4.5, -0.0, -0.6 
5.0, 27.4, -0.1, -5.6, -0.0, -1.1 
6.0, 27.3, -0.2, -6.8, -0.0, -1.1 
7.0, 27.3, -0.2, -7.9, -0.1, -1.1 
8.0, 27.2, -0.3, -9.0, -0.1, -1.1 
10.0, 27.0, -0.5, -11.2, -0.2, -2.2 
12.0, 26.9, -0.6, -13.5, -0.2, -2.2 
14.0, 26.6, -0.9, -15.7, -0.2, -2.2 
16.0, 26.4, -1.1, -17.9, -0.3, -2.2 
18.0, 26.0, -1.5, -20.1, -0.3, -2.2 
20.0, 25.7, -1.8, -22.3, -0.3, -2.2 
25.0, 24.7, -2.8, -27.7, -1.0, -5.4 
30.0, 23.6, -3.9, -33.1, -1.2, -5.3 
35.0, 22.2, -5.3, -38.3, -1.3, -5.2 
40.0, 20.7, -6.8, -43.4, -1.5, -5.1 
45.0, 19.1, -8.4, -48.4, -1.7, -5.0 
50.0, 17.3, -10.2, -53.3, -1.8, -4.9 
60.0, 13.3, -14.2, -62.9, -3.9, -9.5 
70.0, 13.3, -14.2, -74.1, 0.0, -11.3 
80.1, 13.3, -14.2, -85.6, 0.0, -11.5 
90.0, 13.3, -14.2, -97.1, 0.0, -11.5 
99.9, 13.3, -14.2, -108.9, 0.0, -11.8 
120.0, 13.3, -14.2, -134.6, 0.0, -25.8 
139.2, 13.3, -14.2, -180.0, 0.0, -45.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
