% hyscan_SZA_10_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 75.9, -4.1, 45.4, -4.1, 45.4 
7.0, 77.8, -2.2, 35.3, 1.9, -10.2 
5.0, 78.8, -1.2, 26.7, 1.0, -8.5 
3.5, 79.4, -0.6, 19.4, 0.6, -7.3 
3.0, 79.6, -0.4, -16.8, 0.2, -36.2 
3.5, 79.4, -0.6, -19.4, -0.2, -2.6 
4.0, 79.2, -0.8, -21.9, -0.2, -2.5 
5.0, 78.8, -1.2, -26.7, -0.4, -4.8 
6.0, 78.4, -1.6, -31.2, -0.5, -4.4 
7.0, 77.8, -2.2, -35.3, -0.5, -4.1 
8.0, 77.2, -2.8, -39.0, -0.6, -3.7 
10.0, 75.9, -4.1, -45.4, -1.3, -6.5 
12.0, 74.4, -5.6, -50.8, -1.5, -5.3 
14.0, 72.9, -7.1, -55.1, -1.6, -4.4 
16.0, 71.2, -8.8, -58.8, -1.7, -3.7 
18.0, 69.5, -10.5, -61.9, -1.7, -3.1 
20.0, 67.7, -12.3, -64.5, -1.8, -2.6 
25.0, 63.2, -16.8, -69.6, -4.5, -5.1 
30.0, 58.5, -21.5, -73.3, -4.7, -3.7 
35.0, 53.8, -26.2, -76.1, -4.7, -2.8 
40.0, 49.0, -31.0, -78.3, -4.8, -2.2 
45.0, 44.1, -35.9, -80.1, -4.8, -1.8 
50.0, 39.3, -40.7, -81.7, -4.9, -1.6 
60.0, 29.5, -50.5, -84.3, -9.8, -2.6 
70.0, 19.7, -60.3, -86.4, -9.8, -2.1 
80.0, 9.8, -70.2, -88.2, -9.8, -1.9 
90.0, 9.8, -70.2, -169.7, 0.0, -81.5 
90.2, 9.8, -70.2, -180.0, 0.0, -10.3 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
