% hyscan_SZA_39p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 49.5, -1.0, 15.5, -1.0, 15.5 
7.0, 50.0, -0.5, 10.9, 0.5, -4.6 
5.0, 50.2, -0.3, 7.8, 0.3, -3.1 
3.5, 50.4, -0.1, 5.5, 0.1, -2.3 
3.0, 50.4, -0.1, -4.7, 0.0, -10.2 
3.5, 50.4, -0.1, -5.5, -0.0, -0.8 
4.0, 50.3, -0.2, -6.3, -0.0, -0.8 
5.0, 50.2, -0.3, -7.8, -0.1, -1.6 
6.0, 50.1, -0.4, -9.4, -0.1, -1.6 
7.0, 50.0, -0.5, -10.9, -0.1, -1.5 
8.0, 49.8, -0.7, -12.5, -0.2, -1.5 
10.0, 49.5, -1.0, -15.5, -0.4, -3.0 
12.0, 49.0, -1.5, -18.5, -0.5, -3.0 
14.0, 48.5, -2.0, -21.4, -0.5, -2.9 
16.0, 47.9, -2.6, -24.3, -0.6, -2.9 
18.0, 47.2, -3.3, -27.1, -0.7, -2.8 
20.0, 46.5, -4.0, -29.8, -0.7, -2.7 
25.0, 44.4, -6.1, -36.2, -2.1, -6.5 
30.0, 41.9, -8.6, -42.2, -2.4, -6.0 
35.0, 39.2, -11.3, -47.7, -2.7, -5.5 
40.0, 36.2, -14.3, -52.8, -3.0, -5.1 
45.0, 33.1, -17.4, -57.5, -3.2, -4.7 
50.0, 29.7, -20.8, -61.9, -3.3, -4.4 
60.0, 22.7, -27.8, -69.8, -7.0, -7.9 
70.0, 15.3, -35.2, -77.0, -7.4, -7.1 
80.0, 7.7, -42.8, -83.6, -7.6, -6.6 
89.9, 7.7, -42.8, -99.4, 0.0, -15.8 
100.0, 7.7, -42.8, -116.1, 0.0, -16.8 
120.0, 7.7, -42.8, -163.1, 0.0, -47.0 
121.8, 7.7, -42.8, -180.0, 0.0, -16.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
