% hyscan_SZA_20_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 67.7, -2.3, 27.3, -2.3, 27.3 
7.0, 68.9, -1.1, 19.7, 1.1, -7.5 
5.0, 69.4, -0.6, 14.3, 0.6, -5.4 
3.5, 69.7, -0.3, 10.1, 0.3, -4.2 
3.0, 69.8, -0.2, -8.7, 0.1, -18.9 
3.5, 69.7, -0.3, -10.1, -0.1, -1.4 
4.0, 69.6, -0.4, -11.6, -0.1, -1.4 
5.0, 69.4, -0.6, -14.3, -0.2, -2.8 
6.0, 69.2, -0.8, -17.1, -0.3, -2.7 
7.0, 68.9, -1.1, -19.7, -0.3, -2.7 
8.0, 68.5, -1.5, -22.3, -0.3, -2.6 
10.0, 67.7, -2.3, -27.3, -0.8, -4.9 
12.0, 66.8, -3.2, -31.9, -0.9, -4.6 
14.0, 65.8, -4.2, -36.1, -1.1, -4.2 
16.0, 64.6, -5.4, -40.0, -1.2, -3.9 
18.0, 63.3, -6.7, -43.5, -1.3, -3.6 
20.0, 62.0, -8.0, -46.8, -1.3, -3.2 
25.0, 58.4, -11.6, -53.7, -3.6, -7.0 
30.0, 54.5, -15.5, -59.4, -3.9, -5.6 
35.0, 50.3, -19.7, -64.0, -4.1, -4.6 
40.0, 46.0, -24.0, -67.8, -4.3, -3.9 
45.0, 41.6, -28.4, -71.1, -4.4, -3.3 
50.0, 37.2, -32.8, -74.0, -4.5, -2.9 
60.0, 28.0, -42.0, -78.8, -9.1, -4.8 
70.0, 18.7, -51.3, -82.9, -9.3, -4.1 
80.0, 9.4, -60.6, -86.5, -9.4, -3.6 
90.0, 9.4, -60.6, -117.0, 0.0, -30.5 
100.0, 9.4, -60.6, -165.8, 0.0, -48.8 
100.6, 9.4, -60.6, -180.0, 0.0, -14.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
