% hyscan_SZA_47_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 42.2, -0.8, 13.6, -0.8, 13.6 
7.0, 42.6, -0.4, 9.5, 0.4, -4.0 
5.0, 42.8, -0.2, 6.8, 0.2, -2.7 
3.5, 42.9, -0.1, 4.8, 0.1, -2.0 
3.0, 42.9, -0.1, -4.1, 0.0, -8.9 
3.5, 42.9, -0.1, -4.8, -0.0, -0.7 
4.0, 42.9, -0.1, -5.5, -0.0, -0.7 
5.0, 42.8, -0.2, -6.8, -0.1, -1.4 
6.0, 42.7, -0.3, -8.2, -0.1, -1.4 
7.0, 42.6, -0.4, -9.5, -0.1, -1.4 
8.0, 42.5, -0.5, -10.9, -0.1, -1.3 
10.0, 42.2, -0.8, -13.6, -0.3, -2.7 
12.0, 41.8, -1.2, -16.2, -0.4, -2.7 
14.0, 41.4, -1.6, -18.8, -0.4, -2.6 
16.0, 41.0, -2.0, -21.4, -0.5, -2.6 
18.0, 40.4, -2.6, -24.0, -0.5, -2.5 
20.0, 39.9, -3.1, -26.5, -0.6, -2.5 
25.0, 38.2, -4.8, -32.5, -1.7, -6.1 
30.0, 36.2, -6.8, -38.3, -2.0, -5.8 
35.0, 34.0, -9.0, -43.8, -2.2, -5.5 
40.0, 31.5, -11.5, -48.9, -2.5, -5.2 
45.0, 28.8, -14.2, -53.8, -2.7, -4.9 
50.0, 26.0, -17.0, -58.5, -2.8, -4.6 
60.0, 19.9, -23.1, -67.1, -6.1, -8.6 
70.0, 13.5, -29.5, -75.1, -6.4, -8.0 
80.0, 13.5, -29.5, -88.8, 0.0, -13.8 
89.9, 13.5, -29.5, -102.8, 0.0, -14.0 
100.0, 13.5, -29.5, -117.8, 0.0, -15.0 
120.0, 13.5, -29.5, -157.8, 0.0, -40.0 
123.5, 13.5, -29.5, -180.0, 0.0, -22.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
