% hyscan_SZA_47p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 41.7, -0.8, 13.5, -0.8, 13.5 
7.0, 42.1, -0.4, 9.5, 0.4, -4.0 
5.0, 42.3, -0.2, 6.8, 0.2, -2.7 
3.5, 42.4, -0.1, 4.7, 0.1, -2.0 
3.0, 42.4, -0.1, -4.1, 0.0, -8.8 
3.5, 42.4, -0.1, -4.7, -0.0, -0.7 
4.0, 42.4, -0.1, -5.4, -0.0, -0.7 
5.0, 42.3, -0.2, -6.8, -0.1, -1.3 
6.0, 42.2, -0.3, -8.1, -0.1, -1.3 
7.0, 42.1, -0.4, -9.5, -0.1, -1.3 
8.0, 42.0, -0.5, -10.8, -0.1, -1.3 
10.0, 41.7, -0.8, -13.5, -0.3, -2.7 
12.0, 41.4, -1.1, -16.1, -0.3, -2.6 
14.0, 41.0, -1.5, -18.7, -0.4, -2.6 
16.0, 40.5, -2.0, -21.3, -0.5, -2.6 
18.0, 40.0, -2.5, -23.8, -0.5, -2.5 
20.0, 39.4, -3.1, -26.3, -0.6, -2.5 
25.0, 37.8, -4.7, -32.3, -1.7, -6.0 
30.0, 35.8, -6.7, -38.1, -1.9, -5.8 
35.0, 33.6, -8.9, -43.5, -2.2, -5.5 
40.0, 31.2, -11.3, -48.7, -2.4, -5.2 
45.0, 28.5, -14.0, -53.6, -2.6, -4.9 
50.0, 25.7, -16.8, -58.3, -2.8, -4.7 
60.0, 19.7, -22.8, -66.9, -6.0, -8.7 
70.0, 13.4, -29.1, -75.0, -6.4, -8.0 
79.9, 13.4, -29.1, -88.5, 0.0, -13.5 
89.9, 13.4, -29.1, -102.5, 0.0, -14.0 
100.1, 13.4, -29.1, -117.5, 0.0, -15.0 
120.0, 13.4, -29.1, -156.2, 0.0, -38.8 
124.1, 13.4, -29.1, -180.0, 0.0, -23.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
