% hyscan_SZA_77_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 13.0, 0.0, 10.3, 0.0, 10.3 
7.1, 13.0, 0.0, 7.3, 0.0, -3.0 
5.1, 13.0, 0.0, 5.3, 0.0, -2.0 
3.4, 13.0, 0.0, 3.5, 0.0, -1.8 
2.9, 13.0, 0.0, -3.0, 0.0, -6.5 
3.4, 13.0, 0.0, -3.5, 0.0, -0.5 
3.9, 13.0, 0.0, -4.0, 0.0, -0.5 
5.1, 13.0, 0.0, -5.3, 0.0, -1.3 
6.1, 13.0, 0.0, -6.3, 0.0, -1.0 
7.1, 13.0, 0.0, -7.3, 0.0, -1.0 
8.0, 13.0, 0.0, -8.3, 0.0, -1.0 
10.0, 13.0, 0.0, -10.3, 0.0, -2.0 
11.9, 13.0, 0.0, -12.3, 0.0, -2.0 
13.9, 13.0, 0.0, -14.3, 0.0, -2.0 
16.1, 13.0, 0.0, -16.5, 0.0, -2.3 
18.0, 13.0, 0.0, -18.5, 0.0, -2.0 
20.0, 13.0, 0.0, -20.5, 0.0, -2.0 
25.1, 13.0, 0.0, -25.8, 0.0, -5.3 
29.9, 13.0, 0.0, -30.8, 0.0, -5.0 
35.0, 13.0, 0.0, -36.0, 0.0, -5.3 
39.9, 13.0, 0.0, -41.0, 0.0, -5.0 
45.0, 13.0, 0.0, -46.3, 0.0, -5.3 
50.1, 13.0, 0.0, -51.5, 0.0, -5.3 
60.0, 13.0, 0.0, -61.8, 0.0, -10.3 
69.9, 13.0, 0.0, -72.0, 0.0, -10.3 
79.9, 13.0, 0.0, -82.5, 0.0, -10.5 
89.9, 13.0, 0.0, -93.0, 0.0, -10.5 
100.1, 13.0, 0.0, -103.8, -0.0, -10.8 
120.0, 13.0, 0.0, -125.5, 0.0, -21.8 
139.9, 13.0, 0.0, -149.3, 0.0, -23.8 
154.0, 13.0, 0.0, -180.0, 0.0, -30.8 
NaN, NaN, NaN, NaN, NaN, NaN 
