% hyscan_SZA_61_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 28.5, -0.5, 11.4, -0.5, 11.4 
7.0, 28.8, -0.2, 8.0, 0.2, -3.4 
5.0, 28.9, -0.1, 5.7, 0.1, -2.3 
3.5, 28.9, -0.1, 4.0, 0.1, -1.7 
3.0, 29.0, -0.0, -3.4, 0.0, -7.4 
3.5, 28.9, -0.1, -4.0, -0.0, -0.6 
4.0, 28.9, -0.1, -4.6, -0.0, -0.6 
5.0, 28.9, -0.1, -5.7, -0.0, -1.1 
6.0, 28.8, -0.2, -6.9, -0.1, -1.1 
7.0, 28.8, -0.2, -8.0, -0.1, -1.1 
8.0, 28.7, -0.3, -9.1, -0.1, -1.1 
10.0, 28.5, -0.5, -11.4, -0.2, -2.3 
12.0, 28.3, -0.7, -13.7, -0.2, -2.3 
14.0, 28.1, -0.9, -15.9, -0.2, -2.3 
16.0, 27.8, -1.2, -18.2, -0.3, -2.2 
18.0, 27.5, -1.5, -20.4, -0.3, -2.2 
20.0, 27.1, -1.9, -22.6, -0.4, -2.2 
25.0, 26.1, -2.9, -28.1, -1.0, -5.5 
30.0, 24.8, -4.2, -33.4, -1.2, -5.4 
35.0, 23.4, -5.6, -38.7, -1.4, -5.3 
40.0, 21.8, -7.2, -43.8, -1.6, -5.1 
45.0, 20.0, -9.0, -48.8, -1.8, -5.0 
50.0, 18.2, -10.8, -53.7, -1.9, -4.9 
60.0, 14.0, -15.0, -63.2, -4.1, -9.5 
70.0, 14.0, -15.0, -74.7, -0.0, -11.5 
80.0, 14.0, -15.0, -86.2, 0.0, -11.5 
90.0, 14.0, -15.0, -98.0, 0.0, -11.8 
99.9, 14.0, -15.0, -110.0, -0.0, -12.0 
120.0, 14.0, -15.0, -136.7, 0.0, -26.8 
137.0, 14.0, -15.0, -180.0, 0.0, -43.3 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
