% hyscan_SZA_60_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 29.5, -0.5, 11.5, -0.5, 11.5 
7.0, 29.8, -0.2, 8.1, 0.3, -3.4 
5.0, 29.9, -0.1, 5.8, 0.1, -2.3 
3.5, 29.9, -0.1, 4.0, 0.1, -1.7 
3.0, 30.0, -0.0, -3.5, 0.0, -7.5 
3.5, 29.9, -0.1, -4.0, -0.0, -0.6 
4.0, 29.9, -0.1, -4.6, -0.0, -0.6 
5.0, 29.9, -0.1, -5.8, -0.0, -1.2 
6.0, 29.8, -0.2, -6.9, -0.1, -1.2 
7.0, 29.8, -0.2, -8.1, -0.1, -1.1 
8.0, 29.7, -0.3, -9.2, -0.1, -1.1 
10.0, 29.5, -0.5, -11.5, -0.2, -2.3 
12.0, 29.3, -0.7, -13.8, -0.2, -2.3 
14.0, 29.0, -1.0, -16.1, -0.3, -2.3 
16.0, 28.7, -1.3, -18.3, -0.3, -2.3 
18.0, 28.4, -1.6, -20.6, -0.3, -2.2 
20.0, 28.0, -2.0, -22.8, -0.4, -2.2 
25.0, 26.9, -3.1, -28.3, -1.1, -5.5 
30.0, 25.7, -4.3, -33.7, -1.3, -5.4 
35.0, 24.2, -5.8, -39.0, -1.5, -5.3 
40.0, 22.5, -7.5, -44.1, -1.7, -5.1 
45.0, 20.7, -9.3, -49.1, -1.8, -5.0 
50.0, 18.7, -11.3, -54.0, -2.0, -4.9 
60.0, 14.5, -15.5, -63.4, -4.3, -9.4 
69.9, 14.5, -15.5, -74.9, 0.0, -11.5 
80.0, 14.5, -15.5, -86.7, 0.0, -11.8 
90.1, 14.5, -15.5, -98.7, 0.0, -12.0 
100.1, 14.5, -15.5, -110.9, 0.0, -12.3 
120.0, 14.5, -15.5, -138.2, 0.0, -27.3 
135.5, 14.5, -15.5, -180.0, 0.0, -41.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
