% hyscan_SZA_48p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 40.7, -0.8, 13.2, -0.8, 13.2 
7.0, 41.1, -0.4, 9.3, 0.4, -3.9 
5.0, 41.3, -0.2, 6.7, 0.2, -2.6 
3.5, 41.4, -0.1, 4.7, 0.1, -2.0 
3.0, 41.4, -0.1, -4.0, 0.0, -8.7 
3.5, 41.4, -0.1, -4.7, -0.0, -0.7 
4.0, 41.4, -0.1, -5.3, -0.0, -0.7 
5.0, 41.3, -0.2, -6.7, -0.1, -1.3 
6.0, 41.2, -0.3, -8.0, -0.1, -1.3 
7.0, 41.1, -0.4, -9.3, -0.1, -1.3 
8.0, 41.0, -0.5, -10.6, -0.1, -1.3 
10.0, 40.7, -0.8, -13.2, -0.3, -2.6 
12.0, 40.4, -1.1, -15.8, -0.3, -2.6 
14.0, 40.0, -1.5, -18.4, -0.4, -2.6 
16.0, 39.6, -1.9, -20.9, -0.4, -2.5 
18.0, 39.1, -2.4, -23.5, -0.5, -2.5 
20.0, 38.5, -3.0, -25.9, -0.6, -2.5 
25.0, 36.9, -4.6, -31.9, -1.6, -6.0 
30.0, 35.0, -6.5, -37.6, -1.9, -5.7 
35.0, 32.9, -8.6, -43.1, -2.1, -5.4 
40.0, 30.5, -11.0, -48.2, -2.4, -5.2 
45.0, 27.9, -13.6, -53.2, -2.6, -4.9 
50.0, 25.2, -16.3, -57.9, -2.7, -4.7 
60.0, 19.3, -22.2, -66.6, -5.9, -8.8 
70.0, 13.1, -28.4, -74.8, -6.2, -8.1 
80.1, 13.1, -28.4, -88.3, 0.0, -13.5 
90.1, 13.1, -28.4, -102.0, 0.0, -13.8 
99.9, 13.1, -28.4, -116.3, 0.0, -14.3 
120.0, 13.1, -28.4, -153.0, 0.0, -36.8 
125.4, 13.1, -28.4, -180.0, 0.0, -27.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
