% hyscan_SZA_61p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 28.0, -0.5, 11.3, -0.5, 11.3 
7.0, 28.3, -0.2, 8.0, 0.2, -3.4 
5.0, 28.4, -0.1, 5.7, 0.1, -2.3 
3.5, 28.4, -0.1, 4.0, 0.1, -1.7 
3.0, 28.5, -0.0, -3.4, 0.0, -7.4 
3.5, 28.4, -0.1, -4.0, -0.0, -0.6 
4.0, 28.4, -0.1, -4.5, -0.0, -0.6 
5.0, 28.4, -0.1, -5.7, -0.0, -1.1 
6.0, 28.3, -0.2, -6.8, -0.1, -1.1 
7.0, 28.3, -0.2, -8.0, -0.1, -1.1 
8.0, 28.2, -0.3, -9.1, -0.1, -1.1 
10.0, 28.0, -0.5, -11.3, -0.2, -2.3 
12.0, 27.8, -0.7, -13.6, -0.2, -2.3 
14.0, 27.6, -0.9, -15.8, -0.2, -2.2 
16.0, 27.3, -1.2, -18.1, -0.3, -2.2 
18.0, 27.0, -1.5, -20.3, -0.3, -2.2 
20.0, 26.6, -1.9, -22.5, -0.3, -2.2 
25.0, 25.6, -2.9, -28.0, -1.0, -5.5 
30.0, 24.4, -4.1, -33.3, -1.2, -5.4 
35.0, 23.0, -5.5, -38.5, -1.4, -5.2 
40.0, 21.4, -7.1, -43.7, -1.6, -5.1 
45.0, 19.7, -8.8, -48.7, -1.7, -5.0 
50.0, 17.9, -10.6, -53.6, -1.9, -4.9 
60.0, 13.8, -14.7, -63.1, -4.1, -9.5 
70.1, 13.8, -14.7, -74.6, 0.0, -11.5 
80.1, 13.8, -14.7, -86.1, -0.0, -11.5 
89.9, 13.8, -14.7, -97.6, 0.0, -11.5 
99.9, 13.8, -14.7, -109.6, 0.0, -12.0 
120.1, 13.8, -14.7, -136.1, -0.0, -26.5 
137.7, 13.8, -14.7, -180.0, 0.0, -43.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
