% hyscan_SZA_22_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 65.9, -2.1, 25.2, -2.1, 25.2 
7.0, 67.0, -1.0, 18.1, 1.0, -7.1 
5.0, 67.5, -0.5, 13.1, 0.5, -5.0 
3.5, 67.7, -0.3, 9.3, 0.3, -3.9 
3.0, 67.8, -0.2, -8.0, 0.1, -17.2 
3.5, 67.7, -0.3, -9.3, -0.1, -1.3 
4.0, 67.7, -0.3, -10.6, -0.1, -1.3 
5.0, 67.5, -0.5, -13.1, -0.2, -2.6 
6.0, 67.2, -0.8, -15.7, -0.2, -2.5 
7.0, 67.0, -1.0, -18.1, -0.3, -2.5 
8.0, 66.7, -1.3, -20.6, -0.3, -2.4 
10.0, 65.9, -2.1, -25.2, -0.7, -4.6 
12.0, 65.1, -2.9, -29.6, -0.9, -4.4 
14.0, 64.1, -3.9, -33.6, -1.0, -4.1 
16.0, 63.0, -5.0, -37.4, -1.1, -3.8 
18.0, 61.9, -6.1, -40.9, -1.2, -3.5 
20.0, 60.6, -7.4, -44.2, -1.3, -3.2 
25.0, 57.2, -10.8, -51.2, -3.4, -7.0 
30.0, 53.4, -14.6, -57.0, -3.8, -5.8 
35.0, 49.4, -18.6, -61.9, -4.0, -4.8 
40.0, 45.3, -22.7, -65.9, -4.2, -4.1 
45.0, 41.0, -27.0, -69.5, -4.3, -3.5 
50.0, 36.6, -31.4, -72.6, -4.4, -3.1 
60.0, 27.6, -40.4, -77.8, -9.0, -5.2 
70.0, 18.5, -49.5, -82.2, -9.1, -4.4 
80.0, 9.3, -58.7, -86.2, -9.2, -4.0 
90.0, 9.3, -58.7, -113.7, 0.0, -27.5 
100.0, 9.3, -58.7, -151.0, 0.0, -37.3 
102.7, 9.3, -58.7, -180.0, 0.0, -29.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
