% hyscan_SZA_2_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 79.8, -8.2, 78.8, -8.2, 78.8 
7.0, 82.7, -5.3, 74.1, 2.9, -4.7 
5.0, 84.6, -3.4, 68.3, 1.9, -5.9 
3.5, 86.0, -2.0, 60.3, 1.4, -8.0 
3.0, 86.4, -1.6, -56.3, 0.4, -116.6 
3.5, 86.0, -2.0, -60.3, -0.4, -4.0 
4.0, 85.5, -2.5, -63.5, -0.4, -3.2 
5.0, 84.6, -3.4, -68.3, -0.9, -4.8 
6.0, 83.7, -4.3, -71.6, -0.9, -3.4 
7.0, 82.7, -5.3, -74.1, -1.0, -2.5 
8.0, 81.8, -6.2, -76.1, -1.0, -1.9 
10.0, 79.8, -8.2, -78.8, -2.0, -2.8 
12.0, 77.8, -10.2, -80.7, -2.0, -1.9 
14.0, 75.9, -12.1, -82.0, -2.0, -1.4 
16.0, 73.9, -14.1, -83.1, -2.0, -1.0 
18.0, 71.9, -16.1, -83.9, -2.0, -0.8 
20.0, 69.9, -18.1, -84.5, -2.0, -0.7 
25.0, 64.9, -23.1, -85.7, -5.0, -1.2 
30.0, 59.9, -28.1, -86.5, -5.0, -0.8 
35.0, 55.0, -33.0, -87.1, -5.0, -0.6 
40.0, 50.0, -38.0, -87.6, -5.0, -0.5 
45.0, 45.0, -43.0, -88.0, -5.0, -0.4 
50.0, 40.0, -48.0, -88.3, -5.0, -0.3 
60.0, 30.0, -58.0, -88.8, -10.0, -0.5 
70.0, 20.0, -68.0, -89.3, -10.0, -0.4 
80.0, 10.0, -78.0, -89.6, -10.0, -0.4 
82.0, 10.0, -78.0, -180.0, 0.0, -90.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
