% hyscan_SZA_11_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 75.2, -3.8, 42.7, -3.8, 42.7 
7.0, 77.0, -2.0, 32.8, 1.8, -10.0 
5.0, 77.9, -1.1, 24.6, 0.9, -8.1 
3.5, 78.5, -0.5, 17.8, 0.5, -6.9 
3.0, 78.6, -0.4, -15.4, 0.1, -33.1 
3.5, 78.5, -0.5, -17.8, -0.1, -2.4 
4.0, 78.3, -0.7, -20.1, -0.2, -2.4 
5.0, 77.9, -1.1, -24.6, -0.4, -4.5 
6.0, 77.5, -1.5, -28.8, -0.4, -4.2 
7.0, 77.0, -2.0, -32.8, -0.5, -3.9 
8.0, 76.4, -2.6, -36.4, -0.6, -3.6 
10.0, 75.2, -3.8, -42.7, -1.3, -6.4 
12.0, 73.8, -5.2, -48.1, -1.4, -5.3 
14.0, 72.3, -6.7, -52.6, -1.5, -4.5 
16.0, 70.7, -8.3, -56.4, -1.6, -3.8 
18.0, 69.0, -10.0, -59.6, -1.7, -3.2 
20.0, 67.3, -11.7, -62.3, -1.7, -2.8 
25.0, 62.8, -16.2, -67.7, -4.5, -5.4 
30.0, 58.2, -20.8, -71.7, -4.6, -4.0 
35.0, 53.5, -25.5, -74.8, -4.7, -3.0 
40.0, 48.8, -30.2, -77.2, -4.8, -2.4 
45.0, 44.0, -35.0, -79.2, -4.8, -2.0 
50.0, 39.1, -39.9, -80.9, -4.8, -1.7 
60.0, 29.4, -49.6, -83.7, -9.7, -2.8 
70.0, 19.6, -59.4, -86.0, -9.8, -2.3 
80.0, 9.8, -69.2, -88.1, -9.8, -2.0 
90.0, 9.8, -69.2, -152.8, 0.0, -64.8 
91.2, 9.8, -69.2, -180.0, 0.0, -27.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
