% hyscan_SZA_44p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 44.6, -0.9, 14.1, -0.9, 14.1 
7.0, 45.1, -0.4, 9.9, 0.4, -4.2 
5.0, 45.3, -0.2, 7.1, 0.2, -2.8 
3.5, 45.4, -0.1, 5.0, 0.1, -2.1 
3.0, 45.4, -0.1, -4.3, 0.0, -9.3 
3.5, 45.4, -0.1, -5.0, -0.0, -0.7 
4.0, 45.4, -0.1, -5.7, -0.0, -0.7 
5.0, 45.3, -0.2, -7.1, -0.1, -1.4 
6.0, 45.2, -0.3, -8.5, -0.1, -1.4 
7.0, 45.1, -0.4, -9.9, -0.1, -1.4 
8.0, 44.9, -0.6, -11.3, -0.1, -1.4 
10.0, 44.6, -0.9, -14.1, -0.3, -2.8 
12.0, 44.2, -1.3, -16.9, -0.4, -2.7 
14.0, 43.8, -1.7, -19.6, -0.4, -2.7 
16.0, 43.3, -2.2, -22.2, -0.5, -2.7 
18.0, 42.7, -2.8, -24.9, -0.6, -2.6 
20.0, 42.1, -3.4, -27.4, -0.6, -2.6 
25.0, 40.3, -5.2, -33.6, -1.8, -6.2 
30.0, 38.1, -7.4, -39.5, -2.1, -5.8 
35.0, 35.8, -9.7, -45.0, -2.4, -5.5 
40.0, 33.1, -12.4, -50.1, -2.6, -5.2 
45.0, 30.3, -15.2, -55.0, -2.8, -4.8 
50.0, 27.3, -18.2, -59.5, -3.0, -4.6 
60.0, 20.9, -24.6, -68.0, -6.4, -8.4 
70.0, 14.1, -31.4, -75.7, -6.8, -7.7 
79.9, 14.1, -31.4, -89.9, 0.0, -14.3 
90.1, 14.1, -31.4, -104.9, 0.0, -15.0 
100.0, 14.1, -31.4, -120.7, 0.0, -15.8 
120.0, 14.1, -31.4, -172.4, 0.0, -51.7 
120.4, 14.1, -31.4, -180.0, 0.0, -7.6 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
