% hyscan_SZA_55_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 34.4, -0.6, 12.1, -0.6, 12.1 
7.0, 34.7, -0.3, 8.5, 0.3, -3.6 
5.0, 34.8, -0.2, 6.1, 0.1, -2.4 
3.5, 34.9, -0.1, 4.3, 0.1, -1.8 
3.0, 34.9, -0.1, -3.7, 0.0, -7.9 
3.5, 34.9, -0.1, -4.3, -0.0, -0.6 
4.0, 34.9, -0.1, -4.9, -0.0, -0.6 
5.0, 34.8, -0.2, -6.1, -0.1, -1.2 
6.0, 34.8, -0.2, -7.3, -0.1, -1.2 
7.0, 34.7, -0.3, -8.5, -0.1, -1.2 
8.0, 34.6, -0.4, -9.7, -0.1, -1.2 
10.0, 34.4, -0.6, -12.1, -0.2, -2.4 
12.0, 34.1, -0.9, -14.5, -0.3, -2.4 
14.0, 33.8, -1.2, -16.9, -0.3, -2.4 
16.0, 33.5, -1.5, -19.3, -0.4, -2.4 
18.0, 33.1, -1.9, -21.6, -0.4, -2.3 
20.0, 32.6, -2.4, -24.0, -0.4, -2.3 
25.0, 31.3, -3.7, -29.7, -1.3, -5.7 
30.0, 29.8, -5.2, -35.2, -1.5, -5.5 
35.0, 28.0, -7.0, -40.5, -1.8, -5.3 
40.0, 26.1, -8.9, -45.7, -2.0, -5.2 
45.0, 23.9, -11.1, -50.7, -2.1, -5.0 
50.0, 21.6, -13.4, -55.5, -2.3, -4.8 
60.0, 16.7, -18.3, -64.7, -5.0, -9.2 
70.0, 11.3, -23.7, -73.4, -5.4, -8.7 
80.0, 11.3, -23.7, -85.6, 0.0, -12.3 
90.1, 11.3, -23.7, -98.1, 0.0, -12.5 
100.0, 11.3, -23.7, -110.9, 0.0, -12.8 
120.0, 11.3, -23.7, -139.6, 0.0, -28.8 
133.7, 11.3, -23.7, -180.0, 0.0, -40.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
