% hyscan_SZA_32p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 56.2, -1.3, 18.2, -1.3, 18.2 
7.0, 56.8, -0.7, 12.9, 0.7, -5.3 
5.0, 57.2, -0.3, 9.2, 0.3, -3.6 
3.5, 57.3, -0.2, 6.5, 0.2, -2.8 
3.0, 57.4, -0.1, -5.6, 0.0, -12.1 
3.5, 57.3, -0.2, -6.5, -0.0, -0.9 
4.0, 57.3, -0.2, -7.4, -0.1, -0.9 
5.0, 57.2, -0.3, -9.2, -0.1, -1.8 
6.0, 57.0, -0.5, -11.1, -0.1, -1.8 
7.0, 56.8, -0.7, -12.9, -0.2, -1.8 
8.0, 56.6, -0.9, -14.7, -0.2, -1.8 
10.0, 56.2, -1.3, -18.2, -0.5, -3.5 
12.0, 55.6, -1.9, -21.6, -0.6, -3.4 
14.0, 54.9, -2.6, -24.9, -0.7, -3.3 
16.0, 54.2, -3.3, -28.1, -0.8, -3.2 
18.0, 53.3, -4.2, -31.2, -0.8, -3.1 
20.0, 52.4, -5.1, -34.1, -0.9, -3.0 
25.0, 49.9, -7.6, -41.0, -2.6, -6.8 
30.0, 46.9, -10.6, -47.1, -2.9, -6.1 
35.0, 43.7, -13.8, -52.5, -3.2, -5.4 
40.0, 40.2, -17.3, -57.4, -3.5, -4.9 
45.0, 36.6, -20.9, -61.8, -3.6, -4.4 
50.0, 32.8, -24.7, -65.7, -3.8, -4.0 
60.0, 24.9, -32.6, -72.8, -7.9, -7.0 
70.0, 16.8, -40.7, -78.9, -8.2, -6.2 
80.0, 8.4, -49.1, -84.6, -8.3, -5.7 
89.9, 8.4, -49.1, -103.3, 0.0, -18.8 
100.0, 8.4, -49.1, -124.1, 0.0, -20.8 
114.1, 8.4, -49.1, -180.0, 0.0, -55.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
