% hyscan_SZA_14p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 72.4, -3.1, 35.2, -3.1, 35.2 
7.0, 73.9, -1.6, 26.1, 1.5, -9.0 
5.0, 74.7, -0.8, 19.3, 0.7, -6.9 
3.5, 75.1, -0.4, 13.7, 0.4, -5.5 
3.0, 75.2, -0.3, -11.8, 0.1, -25.5 
3.5, 75.1, -0.4, -13.7, -0.1, -1.9 
4.0, 75.0, -0.5, -15.6, -0.1, -1.9 
5.0, 74.7, -0.8, -19.3, -0.3, -3.7 
6.0, 74.3, -1.2, -22.8, -0.3, -3.5 
7.0, 73.9, -1.6, -26.1, -0.4, -3.4 
8.0, 73.5, -2.0, -29.3, -0.5, -3.2 
10.0, 72.4, -3.1, -35.2, -1.0, -5.8 
12.0, 71.3, -4.2, -40.3, -1.2, -5.2 
14.0, 69.9, -5.6, -44.9, -1.3, -4.6 
16.0, 68.5, -7.0, -48.9, -1.4, -4.0 
18.0, 67.0, -8.5, -52.4, -1.5, -3.5 
20.0, 65.5, -10.0, -55.5, -1.6, -3.1 
25.0, 61.3, -14.2, -61.8, -4.1, -6.3 
30.0, 57.0, -18.5, -66.6, -4.4, -4.8 
35.0, 52.5, -23.0, -70.3, -4.5, -3.8 
40.0, 47.9, -27.6, -73.4, -4.6, -3.1 
45.0, 43.2, -32.3, -75.9, -4.7, -2.6 
50.0, 38.5, -37.0, -78.1, -4.7, -2.2 
60.0, 29.0, -46.5, -81.8, -9.5, -3.6 
70.0, 19.3, -56.2, -84.8, -9.6, -3.0 
80.0, 9.7, -65.8, -87.5, -9.7, -2.7 
90.0, 9.7, -65.8, -131.2, 0.0, -43.8 
94.8, 9.7, -65.8, -180.0, 0.0, -48.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
