% hyscan_SZA_80_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.1, 10.0, 0.0, 10.3, 0.0, 10.3 
6.9, 10.0, 0.0, 7.0, 0.0, -3.3 
4.9, 10.0, 0.0, 5.0, 0.0, -2.0 
3.4, 10.0, 0.0, 3.5, 0.0, -1.5 
3.0, 10.0, 0.0, -3.0, 0.0, -6.5 
3.4, 10.0, -0.0, -3.5, -0.0, -0.5 
3.9, 10.0, -0.0, -4.0, 0.0, -0.5 
4.9, 10.0, -0.0, -5.0, 0.0, -1.0 
5.9, 10.0, -0.0, -6.0, 0.0, -1.0 
6.9, 10.0, -0.0, -7.0, 0.0, -1.0 
7.9, 10.0, -0.0, -8.0, 0.0, -1.0 
10.1, 10.0, -0.0, -10.3, 0.0, -2.3 
12.1, 10.0, -0.0, -12.3, 0.0, -2.0 
14.0, 10.0, -0.0, -14.3, 0.0, -2.0 
16.0, 10.0, -0.0, -16.3, 0.0, -2.0 
18.0, 10.0, -0.0, -18.3, 0.0, -2.0 
19.9, 10.0, -0.0, -20.3, 0.0, -2.0 
25.1, 10.0, 0.0, -25.5, 0.0, -5.3 
30.0, 10.0, 0.0, -30.5, 0.0, -5.0 
34.9, 10.0, 0.0, -35.5, 0.0, -5.0 
40.1, 10.0, -0.0, -40.8, -0.0, -5.3 
45.0, 10.0, -0.0, -45.8, 0.0, -5.0 
49.9, 10.0, -0.0, -50.8, 0.0, -5.0 
60.0, 10.0, 0.0, -61.0, 0.0, -10.3 
70.0, 10.0, 0.0, -71.3, 0.0, -10.3 
80.0, 10.0, 0.0, -81.5, 0.0, -10.3 
90.0, 10.0, 0.0, -91.8, 0.0, -10.3 
100.1, 10.0, 0.0, -102.3, 0.0, -10.5 
120.1, 10.0, 0.0, -123.3, 0.0, -21.0 
140.1, 10.0, 0.0, -145.3, 0.0, -22.0 
160.0, 10.0, 0.0, -180.0, 0.0, -34.8 
NaN, NaN, NaN, NaN, NaN, NaN 
