% hyscan_SZA_73p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 16.2, -0.3, 10.4, -0.3, 10.4 
7.0, 16.4, -0.1, 7.3, 0.1, -3.1 
5.0, 16.4, -0.1, 5.2, 0.1, -2.1 
3.5, 16.5, -0.0, 3.6, 0.0, -1.6 
3.0, 16.5, -0.0, -3.1, 0.0, -6.8 
3.5, 16.5, -0.0, -3.6, -0.0, -0.5 
4.0, 16.5, -0.0, -4.2, -0.0, -0.5 
5.0, 16.4, -0.1, -5.2, -0.0, -1.0 
6.0, 16.4, -0.1, -6.3, -0.0, -1.0 
7.0, 16.4, -0.1, -7.3, -0.0, -1.0 
8.0, 16.3, -0.2, -8.3, -0.0, -1.0 
10.0, 16.2, -0.3, -10.4, -0.1, -2.1 
12.0, 16.1, -0.4, -12.5, -0.1, -2.1 
14.0, 16.0, -0.5, -14.6, -0.1, -2.1 
16.0, 15.8, -0.7, -16.6, -0.2, -2.1 
18.0, 15.7, -0.8, -18.7, -0.2, -2.1 
20.0, 15.5, -1.0, -20.8, -0.2, -2.1 
25.0, 14.9, -1.6, -25.9, -0.6, -5.1 
30.0, 14.9, -1.6, -31.2, 0.0, -5.3 
35.1, 14.9, -1.6, -36.4, 0.0, -5.3 
40.1, 14.9, -1.6, -41.7, 0.0, -5.3 
45.1, 14.9, -1.6, -46.9, 0.0, -5.3 
49.9, 14.9, -1.6, -51.9, 0.0, -5.0 
60.1, 14.9, -1.6, -62.7, 0.0, -10.8 
70.1, 14.9, -1.6, -73.2, 0.0, -10.5 
79.9, 14.9, -1.6, -83.7, 0.0, -10.5 
89.9, 14.9, -1.6, -94.4, 0.0, -10.8 
100.0, 14.9, -1.6, -105.4, 0.0, -11.0 
120.0, 14.9, -1.6, -128.2, 0.0, -22.8 
140.0, 14.9, -1.6, -154.9, 0.0, -26.8 
148.6, 14.9, -1.6, -180.0, 0.0, -25.1 
NaN, NaN, NaN, NaN, NaN, NaN 
