% hyscan_SZA_21p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 66.4, -2.1, 25.7, -2.1, 25.7 
7.0, 67.4, -1.1, 18.5, 1.1, -7.2 
5.0, 68.0, -0.5, 13.4, 0.5, -5.1 
3.5, 68.2, -0.3, 9.5, 0.3, -4.0 
3.0, 68.3, -0.2, -8.1, 0.1, -17.6 
3.5, 68.2, -0.3, -9.5, -0.1, -1.3 
4.0, 68.1, -0.4, -10.8, -0.1, -1.3 
5.0, 68.0, -0.5, -13.4, -0.2, -2.6 
6.0, 67.7, -0.8, -16.0, -0.2, -2.6 
7.0, 67.4, -1.1, -18.5, -0.3, -2.5 
8.0, 67.1, -1.4, -21.0, -0.3, -2.5 
10.0, 66.4, -2.1, -25.7, -0.7, -4.7 
12.0, 65.5, -3.0, -30.1, -0.9, -4.4 
14.0, 64.5, -4.0, -34.2, -1.0, -4.1 
16.0, 63.4, -5.1, -38.0, -1.1, -3.8 
18.0, 62.2, -6.3, -41.6, -1.2, -3.5 
20.0, 61.0, -7.5, -44.8, -1.3, -3.2 
25.0, 57.5, -11.0, -51.8, -3.5, -7.0 
30.0, 53.7, -14.8, -57.6, -3.8, -5.8 
35.0, 49.7, -18.8, -62.4, -4.0, -4.8 
40.0, 45.5, -23.0, -66.4, -4.2, -4.0 
45.0, 41.1, -27.4, -69.9, -4.3, -3.5 
50.0, 36.7, -31.8, -72.9, -4.4, -3.0 
60.0, 27.7, -40.8, -78.1, -9.0, -5.1 
70.0, 18.6, -49.9, -82.4, -9.2, -4.3 
80.0, 9.3, -59.2, -86.3, -9.3, -3.9 
90.0, 9.3, -59.2, -114.6, 0.0, -28.3 
100.0, 9.3, -59.2, -153.6, 0.0, -39.0 
102.2, 9.3, -59.2, -180.0, 0.0, -26.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
