% hyscan_SZA_7_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 77.8, -5.2, 55.3, -5.2, 55.3 
7.0, 80.1, -2.9, 45.2, 2.3, -10.1 
5.0, 81.4, -1.6, 35.7, 1.3, -9.5 
3.5, 82.2, -0.8, 26.7, 0.8, -9.0 
3.0, 82.4, -0.6, -23.3, 0.2, -49.9 
3.5, 82.2, -0.8, -26.7, -0.2, -3.4 
4.0, 81.9, -1.1, -29.8, -0.2, -3.2 
5.0, 81.4, -1.6, -35.7, -0.5, -5.8 
6.0, 80.8, -2.2, -40.8, -0.6, -5.1 
7.0, 80.1, -2.9, -45.2, -0.7, -4.4 
8.0, 79.4, -3.6, -49.1, -0.7, -3.9 
10.0, 77.8, -5.2, -55.3, -1.6, -6.3 
12.0, 76.1, -6.9, -60.2, -1.7, -4.8 
14.0, 74.4, -8.6, -64.0, -1.8, -3.8 
16.0, 72.6, -10.4, -67.0, -1.8, -3.0 
18.0, 70.7, -12.3, -69.4, -1.8, -2.5 
20.0, 68.9, -14.1, -71.5, -1.9, -2.0 
25.0, 64.1, -18.9, -75.4, -4.8, -3.9 
30.0, 59.3, -23.7, -78.1, -4.8, -2.7 
35.0, 54.4, -28.6, -80.1, -4.9, -2.0 
40.0, 49.5, -33.5, -81.7, -4.9, -1.6 
45.0, 44.6, -38.4, -83.1, -4.9, -1.3 
50.0, 39.6, -43.4, -84.2, -4.9, -1.1 
60.0, 29.8, -53.2, -86.0, -9.9, -1.8 
70.0, 19.8, -63.2, -87.5, -9.9, -1.5 
80.0, 9.9, -73.1, -88.8, -9.9, -1.3 
87.1, 9.9, -73.1, -180.0, 0.0, -91.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
