% hyscan_SZA_54_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 35.4, -0.6, 12.3, -0.6, 12.3 
7.0, 35.7, -0.3, 8.6, 0.3, -3.7 
5.0, 35.8, -0.2, 6.2, 0.2, -2.5 
3.5, 35.9, -0.1, 4.3, 0.1, -1.8 
3.0, 35.9, -0.1, -3.7, 0.0, -8.0 
3.5, 35.9, -0.1, -4.3, -0.0, -0.6 
4.0, 35.9, -0.1, -4.9, -0.0, -0.6 
5.0, 35.8, -0.2, -6.2, -0.1, -1.2 
6.0, 35.8, -0.2, -7.4, -0.1, -1.2 
7.0, 35.7, -0.3, -8.6, -0.1, -1.2 
8.0, 35.6, -0.4, -9.9, -0.1, -1.2 
10.0, 35.4, -0.6, -12.3, -0.2, -2.4 
12.0, 35.1, -0.9, -14.7, -0.3, -2.4 
14.0, 34.8, -1.2, -17.1, -0.3, -2.4 
16.0, 34.4, -1.6, -19.5, -0.4, -2.4 
18.0, 34.0, -2.0, -21.9, -0.4, -2.4 
20.0, 33.5, -2.5, -24.2, -0.5, -2.3 
25.0, 32.2, -3.8, -30.0, -1.3, -5.7 
30.0, 30.6, -5.4, -35.5, -1.6, -5.6 
35.0, 28.8, -7.2, -40.9, -1.8, -5.4 
40.0, 26.8, -9.2, -46.0, -2.0, -5.2 
45.0, 24.6, -11.4, -51.0, -2.2, -5.0 
50.0, 22.2, -13.8, -55.8, -2.4, -4.8 
60.0, 17.1, -18.9, -65.0, -5.1, -9.1 
70.0, 11.6, -24.4, -73.6, -5.5, -8.6 
80.1, 11.6, -24.4, -86.1, 0.0, -12.5 
90.0, 11.6, -24.4, -98.6, 0.0, -12.5 
100.0, 11.6, -24.4, -111.6, 0.0, -13.0 
120.0, 11.6, -24.4, -141.3, 0.0, -29.8 
132.4, 11.6, -24.4, -180.0, 0.0, -38.7 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
