% hyscan_SZA_16_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 71.2, -2.8, 32.6, -2.8, 32.6 
7.0, 72.6, -1.4, 24.0, 1.4, -8.6 
5.0, 73.3, -0.7, 17.6, 0.7, -6.4 
3.5, 73.6, -0.4, 12.5, 0.4, -5.1 
3.0, 73.7, -0.3, -10.8, 0.1, -23.3 
3.5, 73.6, -0.4, -12.5, -0.1, -1.7 
4.0, 73.5, -0.5, -14.2, -0.1, -1.7 
5.0, 73.3, -0.7, -17.6, -0.3, -3.4 
6.0, 72.9, -1.1, -20.9, -0.3, -3.3 
7.0, 72.6, -1.4, -24.0, -0.4, -3.1 
8.0, 72.2, -1.8, -27.0, -0.4, -3.0 
10.0, 71.2, -2.8, -32.6, -1.0, -5.6 
12.0, 70.1, -3.9, -37.6, -1.1, -5.0 
14.0, 68.9, -5.1, -42.1, -1.2, -4.5 
16.0, 67.5, -6.5, -46.1, -1.3, -4.0 
18.0, 66.1, -7.9, -49.7, -1.4, -3.6 
20.0, 64.6, -9.4, -52.9, -1.5, -3.2 
25.0, 60.6, -13.4, -59.4, -4.0, -6.5 
30.0, 56.4, -17.6, -64.5, -4.2, -5.1 
35.0, 51.9, -22.1, -68.5, -4.4, -4.0 
40.0, 47.4, -26.6, -71.8, -4.5, -3.3 
45.0, 42.8, -31.2, -74.6, -4.6, -2.8 
50.0, 38.2, -35.8, -77.0, -4.7, -2.4 
60.0, 28.7, -45.3, -81.0, -9.4, -4.0 
70.0, 19.2, -54.8, -84.3, -9.5, -3.3 
80.0, 9.6, -64.4, -87.2, -9.6, -2.9 
90.0, 9.6, -64.4, -126.2, 0.0, -39.0 
96.4, 9.6, -64.4, -180.0, 0.0, -53.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
