% hyscan_SZA_68p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 21.2, -0.3, 10.7, -0.3, 10.7 
7.0, 21.3, -0.2, 7.5, 0.2, -3.2 
5.0, 21.4, -0.1, 5.4, 0.1, -2.1 
3.5, 21.5, -0.0, 3.8, 0.0, -1.6 
3.0, 21.5, -0.0, -3.2, 0.0, -7.0 
3.5, 21.5, -0.0, -3.8, -0.0, -0.5 
4.0, 21.4, -0.1, -4.3, -0.0, -0.5 
5.0, 21.4, -0.1, -5.4, -0.0, -1.1 
6.0, 21.4, -0.1, -6.4, -0.0, -1.1 
7.0, 21.3, -0.2, -7.5, -0.0, -1.1 
8.0, 21.3, -0.2, -8.6, -0.1, -1.1 
10.0, 21.2, -0.3, -10.7, -0.1, -2.1 
12.0, 21.0, -0.5, -12.9, -0.1, -2.1 
14.0, 20.8, -0.7, -15.0, -0.2, -2.1 
16.0, 20.6, -0.9, -17.1, -0.2, -2.1 
18.0, 20.4, -1.1, -19.3, -0.2, -2.1 
20.0, 20.1, -1.4, -21.4, -0.3, -2.1 
25.0, 19.4, -2.1, -26.6, -0.7, -5.3 
30.0, 18.5, -3.0, -31.8, -0.9, -5.2 
35.0, 17.5, -4.0, -37.0, -1.0, -5.1 
40.0, 16.3, -5.2, -42.0, -1.2, -5.1 
45.0, 15.0, -6.5, -47.1, -1.3, -5.0 
50.0, 13.6, -7.9, -52.0, -1.4, -5.0 
60.0, 13.6, -7.9, -62.8, -0.0, -10.8 
69.9, 13.6, -7.9, -73.5, 0.0, -10.8 
80.1, 13.6, -7.9, -84.5, 0.0, -11.0 
90.0, 13.6, -7.9, -95.5, 0.0, -11.0 
100.1, 13.6, -7.9, -106.8, 0.0, -11.3 
120.1, 13.6, -7.9, -130.5, 0.0, -23.8 
140.0, 13.6, -7.9, -160.5, 0.0, -30.0 
144.9, 13.6, -7.9, -180.0, 0.0, -19.5 
NaN, NaN, NaN, NaN, NaN, NaN 
