% hyscan_SZA_5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 78.8, -6.2, 63.7, -6.2, 63.7 
7.0, 81.4, -3.6, 54.6, 2.6, -9.1 
5.0, 82.9, -2.1, 45.1, 1.5, -9.5 
3.5, 83.9, -1.1, 35.1, 1.0, -10.0 
3.0, 84.2, -0.8, -31.0, 0.3, -66.1 
3.5, 83.9, -1.1, -35.1, -0.3, -4.0 
4.0, 83.6, -1.4, -38.7, -0.3, -3.7 
5.0, 82.9, -2.1, -45.1, -0.7, -6.4 
6.0, 82.2, -2.8, -50.3, -0.7, -5.2 
7.0, 81.4, -3.6, -54.6, -0.8, -4.3 
8.0, 80.6, -4.4, -58.2, -0.8, -3.6 
10.0, 78.8, -6.2, -63.7, -1.7, -5.5 
12.0, 77.0, -8.0, -67.7, -1.8, -4.0 
14.0, 75.2, -9.8, -70.7, -1.9, -3.0 
16.0, 73.3, -11.7, -73.1, -1.9, -2.4 
18.0, 71.3, -13.7, -75.0, -1.9, -1.9 
20.0, 69.4, -15.6, -76.5, -1.9, -1.5 
25.0, 64.5, -20.5, -79.4, -4.9, -2.9 
30.0, 59.6, -25.4, -81.4, -4.9, -2.0 
35.0, 54.7, -30.3, -82.9, -4.9, -1.5 
40.0, 49.7, -35.3, -84.1, -4.9, -1.2 
45.0, 44.8, -40.2, -85.0, -5.0, -0.9 
50.0, 39.8, -45.2, -85.8, -5.0, -0.8 
60.0, 29.9, -55.1, -87.1, -9.9, -1.3 
70.0, 19.9, -65.1, -88.2, -10.0, -1.1 
80.0, 10.0, -75.0, -89.1, -10.0, -0.9 
85.0, 10.0, -75.0, -180.0, 0.0, -90.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
