% hyscan_SZA_67p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 22.1, -0.4, 10.8, -0.4, 10.8 
7.0, 22.3, -0.2, 7.6, 0.2, -3.2 
5.0, 22.4, -0.1, 5.4, 0.1, -2.2 
3.5, 22.5, -0.0, 3.8, 0.0, -1.6 
3.0, 22.5, -0.0, -3.2, 0.0, -7.0 
3.5, 22.5, -0.0, -3.8, -0.0, -0.5 
4.0, 22.4, -0.1, -4.3, -0.0, -0.5 
5.0, 22.4, -0.1, -5.4, -0.0, -1.1 
6.0, 22.4, -0.1, -6.5, -0.0, -1.1 
7.0, 22.3, -0.2, -7.6, -0.0, -1.1 
8.0, 22.3, -0.2, -8.6, -0.1, -1.1 
10.0, 22.1, -0.4, -10.8, -0.1, -2.2 
12.0, 22.0, -0.5, -13.0, -0.2, -2.2 
14.0, 21.8, -0.7, -15.1, -0.2, -2.1 
16.0, 21.6, -0.9, -17.2, -0.2, -2.1 
18.0, 21.3, -1.2, -19.4, -0.2, -2.1 
20.0, 21.1, -1.4, -21.5, -0.3, -2.1 
25.0, 20.3, -2.2, -26.8, -0.8, -5.3 
30.0, 19.4, -3.1, -32.0, -0.9, -5.2 
35.0, 18.3, -4.2, -37.2, -1.1, -5.2 
40.0, 17.0, -5.5, -42.2, -1.2, -5.1 
45.0, 15.7, -6.8, -47.3, -1.3, -5.0 
50.0, 14.2, -8.3, -52.2, -1.5, -5.0 
59.9, 14.2, -8.3, -63.0, 0.0, -10.8 
70.0, 14.2, -8.3, -74.0, 0.0, -11.0 
80.1, 14.2, -8.3, -85.0, 0.0, -11.0 
89.9, 14.2, -8.3, -96.0, 0.0, -11.0 
100.1, 14.2, -8.3, -107.5, 0.0, -11.5 
119.9, 14.2, -8.3, -131.5, 0.0, -24.0 
140.0, 14.2, -8.3, -164.0, 0.0, -32.5 
143.3, 14.2, -8.3, -180.0, 0.0, -16.0 
NaN, NaN, NaN, NaN, NaN, NaN 
