% hyscan_SZA_46_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 43.2, -0.8, 13.8, -0.8, 13.8 
7.0, 43.6, -0.4, 9.7, 0.4, -4.1 
5.0, 43.8, -0.2, 6.9, 0.2, -2.8 
3.5, 43.9, -0.1, 4.9, 0.1, -2.1 
3.0, 43.9, -0.1, -4.2, 0.0, -9.0 
3.5, 43.9, -0.1, -4.9, -0.0, -0.7 
4.0, 43.9, -0.1, -5.6, -0.0, -0.7 
5.0, 43.8, -0.2, -6.9, -0.1, -1.4 
6.0, 43.7, -0.3, -8.3, -0.1, -1.4 
7.0, 43.6, -0.4, -9.7, -0.1, -1.4 
8.0, 43.5, -0.5, -11.1, -0.1, -1.4 
10.0, 43.2, -0.8, -13.8, -0.3, -2.7 
12.0, 42.8, -1.2, -16.5, -0.4, -2.7 
14.0, 42.4, -1.6, -19.1, -0.4, -2.7 
16.0, 41.9, -2.1, -21.7, -0.5, -2.6 
18.0, 41.4, -2.6, -24.3, -0.5, -2.6 
20.0, 40.8, -3.2, -26.8, -0.6, -2.5 
25.0, 39.0, -5.0, -33.0, -1.7, -6.1 
30.0, 37.0, -7.0, -38.8, -2.0, -5.8 
35.0, 34.7, -9.3, -44.2, -2.3, -5.5 
40.0, 32.2, -11.8, -49.4, -2.5, -5.2 
45.0, 29.4, -14.6, -54.3, -2.7, -4.9 
50.0, 26.5, -17.5, -58.9, -2.9, -4.6 
60.0, 20.3, -23.7, -67.4, -6.2, -8.6 
70.0, 13.7, -30.3, -75.3, -6.6, -7.9 
80.0, 13.7, -30.3, -89.3, 0.0, -14.0 
89.9, 13.7, -30.3, -103.6, 0.0, -14.3 
100.1, 13.7, -30.3, -119.1, 0.0, -15.5 
120.0, 13.7, -30.3, -162.1, 0.0, -43.0 
122.3, 13.7, -30.3, -180.0, 0.0, -17.9 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
