% hyscan_SZA_13_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 73.7, -3.3, 38.1, -3.3, 38.1 
7.0, 75.3, -1.7, 28.6, 1.6, -9.5 
5.0, 76.1, -0.9, 21.3, 0.8, -7.4 
3.5, 76.5, -0.5, 15.2, 0.5, -6.0 
3.0, 76.7, -0.3, -13.1, 0.1, -28.3 
3.5, 76.5, -0.5, -15.2, -0.1, -2.1 
4.0, 76.4, -0.6, -17.3, -0.1, -2.1 
5.0, 76.1, -0.9, -21.3, -0.3, -4.0 
6.0, 75.7, -1.3, -25.0, -0.4, -3.8 
7.0, 75.3, -1.7, -28.6, -0.4, -3.6 
8.0, 74.8, -2.2, -32.0, -0.5, -3.4 
10.0, 73.7, -3.3, -38.1, -1.1, -6.1 
12.0, 72.4, -4.6, -43.4, -1.3, -5.3 
14.0, 71.0, -6.0, -47.9, -1.4, -4.6 
16.0, 69.5, -7.5, -51.9, -1.5, -3.9 
18.0, 67.9, -9.1, -55.3, -1.6, -3.4 
20.0, 66.3, -10.7, -58.3, -1.6, -3.0 
25.0, 62.0, -15.0, -64.2, -4.3, -6.0 
30.0, 57.5, -19.5, -68.7, -4.5, -4.5 
35.0, 53.0, -24.0, -72.2, -4.6, -3.5 
40.0, 48.3, -28.7, -75.0, -4.7, -2.8 
45.0, 43.5, -33.5, -77.3, -4.7, -2.3 
50.0, 38.8, -38.2, -79.3, -4.8, -2.0 
60.0, 29.2, -47.8, -82.6, -9.6, -3.3 
70.0, 19.5, -57.5, -85.3, -9.7, -2.7 
80.0, 9.7, -67.3, -87.7, -9.7, -2.4 
90.0, 9.7, -67.3, -138.0, 0.0, -50.3 
93.3, 9.7, -67.3, -180.0, 0.0, -42.0 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
