% hyscan_SZA_1_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 80.0, -9.0, 84.3, -9.0, 84.3 
7.0, 82.9, -6.1, 81.9, 3.0, -2.4 
5.0, 84.9, -4.1, 78.7, 2.0, -3.2 
3.5, 86.4, -2.6, 74.1, 1.5, -4.6 
3.0, 86.8, -2.2, -71.6, 0.5, -145.7 
3.5, 86.4, -2.6, -74.1, -0.5, -2.5 
4.0, 85.9, -3.1, -76.0, -0.5, -1.9 
5.0, 84.9, -4.1, -78.7, -1.0, -2.7 
6.0, 83.9, -5.1, -80.6, -1.0, -1.9 
7.0, 82.9, -6.1, -81.9, -1.0, -1.3 
8.0, 81.9, -7.1, -82.9, -1.0, -1.0 
10.0, 80.0, -9.0, -84.3, -2.0, -1.4 
12.0, 78.0, -11.0, -85.3, -2.0, -1.0 
14.0, 76.0, -13.0, -86.0, -2.0, -0.7 
16.0, 74.0, -15.0, -86.5, -2.0, -0.5 
18.0, 72.0, -17.0, -86.9, -2.0, -0.4 
20.0, 70.0, -19.0, -87.3, -2.0, -0.3 
25.0, 65.0, -24.0, -87.9, -5.0, -0.6 
30.0, 60.0, -29.0, -88.3, -5.0, -0.4 
35.0, 55.0, -34.0, -88.6, -5.0, -0.3 
40.0, 50.0, -39.0, -88.8, -5.0, -0.2 
45.0, 45.0, -44.0, -89.0, -5.0, -0.2 
50.0, 40.0, -49.0, -89.2, -5.0, -0.2 
60.0, 30.0, -59.0, -89.4, -10.0, -0.3 
70.0, 20.0, -69.0, -89.6, -10.0, -0.2 
80.0, 10.0, -79.0, -89.8, -10.0, -0.2 
81.0, 10.0, -79.0, -180.0, 0.0, -90.2 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
