% hyscan_SZA_15_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 72.0, -3.0, 34.3, -3.0, 34.3 
7.0, 73.5, -1.5, 25.4, 1.4, -8.9 
5.0, 74.2, -0.8, 18.7, 0.7, -6.7 
3.5, 74.6, -0.4, 13.3, 0.4, -5.4 
3.0, 74.7, -0.3, -11.4, 0.1, -24.7 
3.5, 74.6, -0.4, -13.3, -0.1, -1.8 
4.0, 74.5, -0.5, -15.1, -0.1, -1.8 
5.0, 74.2, -0.8, -18.7, -0.3, -3.6 
6.0, 73.9, -1.1, -22.1, -0.3, -3.4 
7.0, 73.5, -1.5, -25.4, -0.4, -3.3 
8.0, 73.0, -2.0, -28.5, -0.4, -3.1 
10.0, 72.0, -3.0, -34.3, -1.0, -5.8 
12.0, 70.9, -4.1, -39.4, -1.2, -5.1 
14.0, 69.6, -5.4, -43.9, -1.3, -4.5 
16.0, 68.2, -6.8, -47.9, -1.4, -4.0 
18.0, 66.7, -8.3, -51.5, -1.5, -3.5 
20.0, 65.2, -9.8, -54.6, -1.5, -3.1 
25.0, 61.1, -13.9, -61.0, -4.1, -6.4 
30.0, 56.8, -18.2, -65.9, -4.3, -4.9 
35.0, 52.3, -22.7, -69.7, -4.5, -3.9 
40.0, 47.7, -27.3, -72.9, -4.6, -3.1 
45.0, 43.1, -31.9, -75.5, -4.6, -2.6 
50.0, 38.4, -36.6, -77.7, -4.7, -2.3 
60.0, 28.9, -46.1, -81.5, -9.5, -3.8 
70.0, 19.3, -55.7, -84.6, -9.6, -3.1 
80.0, 9.7, -65.3, -87.4, -9.6, -2.8 
90.0, 9.7, -65.3, -129.4, 0.0, -42.0 
95.3, 9.7, -65.3, -180.0, 0.0, -50.6 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
