% hyscan_SZA_44_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 45.1, -0.9, 14.2, -0.9, 14.2 
7.0, 45.6, -0.4, 10.0, 0.5, -4.2 
5.0, 45.8, -0.2, 7.2, 0.2, -2.8 
3.5, 45.9, -0.1, 5.0, 0.1, -2.1 
3.0, 45.9, -0.1, -4.3, 0.0, -9.3 
3.5, 45.9, -0.1, -5.0, -0.0, -0.7 
4.0, 45.9, -0.1, -5.7, -0.0, -0.7 
5.0, 45.8, -0.2, -7.2, -0.1, -1.4 
6.0, 45.7, -0.3, -8.6, -0.1, -1.4 
7.0, 45.6, -0.4, -10.0, -0.1, -1.4 
8.0, 45.4, -0.6, -11.4, -0.1, -1.4 
10.0, 45.1, -0.9, -14.2, -0.3, -2.8 
12.0, 44.7, -1.3, -17.0, -0.4, -2.8 
14.0, 44.3, -1.7, -19.7, -0.5, -2.7 
16.0, 43.7, -2.3, -22.4, -0.5, -2.7 
18.0, 43.2, -2.8, -25.1, -0.6, -2.6 
20.0, 42.5, -3.5, -27.7, -0.6, -2.6 
25.0, 40.7, -5.3, -33.9, -1.8, -6.2 
30.0, 38.5, -7.5, -39.7, -2.2, -5.9 
35.0, 36.1, -9.9, -45.2, -2.4, -5.5 
40.0, 33.4, -12.6, -50.4, -2.7, -5.2 
45.0, 30.6, -15.4, -55.2, -2.9, -4.8 
50.0, 27.5, -18.5, -59.8, -3.0, -4.5 
60.0, 21.1, -24.9, -68.1, -6.5, -8.4 
70.0, 14.2, -31.8, -75.8, -6.8, -7.7 
80.0, 14.2, -31.8, -90.3, 0.0, -14.5 
90.0, 14.2, -31.8, -105.3, 0.0, -15.0 
100.0, 14.2, -31.8, -121.3, 0.0, -16.0 
119.8, 14.2, -31.8, -180.0, 0.0, -58.7 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
