% hyscan_SZA_49_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 40.2, -0.8, 13.2, -0.8, 13.2 
7.0, 40.6, -0.4, 9.2, 0.4, -3.9 
5.0, 40.8, -0.2, 6.6, 0.2, -2.6 
3.5, 40.9, -0.1, 4.6, 0.1, -2.0 
3.0, 40.9, -0.1, -4.0, 0.0, -8.6 
3.5, 40.9, -0.1, -4.6, -0.0, -0.7 
4.0, 40.9, -0.1, -5.3, -0.0, -0.7 
5.0, 40.8, -0.2, -6.6, -0.1, -1.3 
6.0, 40.7, -0.3, -7.9, -0.1, -1.3 
7.0, 40.6, -0.4, -9.2, -0.1, -1.3 
8.0, 40.5, -0.5, -10.5, -0.1, -1.3 
10.0, 40.2, -0.8, -13.2, -0.3, -2.6 
12.0, 39.9, -1.1, -15.7, -0.3, -2.6 
14.0, 39.5, -1.5, -18.3, -0.4, -2.6 
16.0, 39.1, -1.9, -20.8, -0.4, -2.5 
18.0, 38.6, -2.4, -23.3, -0.5, -2.5 
20.0, 38.1, -2.9, -25.7, -0.5, -2.5 
25.0, 36.5, -4.5, -31.7, -1.6, -6.0 
30.0, 34.6, -6.4, -37.4, -1.9, -5.7 
35.0, 32.5, -8.5, -42.9, -2.1, -5.4 
40.0, 30.2, -10.8, -48.0, -2.3, -5.2 
45.0, 27.6, -13.4, -53.0, -2.5, -4.9 
50.0, 24.9, -16.1, -57.7, -2.7, -4.7 
60.0, 19.1, -21.9, -66.5, -5.8, -8.8 
70.0, 13.0, -28.0, -74.6, -6.2, -8.2 
80.0, 13.0, -28.0, -87.9, 0.0, -13.3 
90.1, 13.0, -28.0, -101.6, 0.0, -13.8 
100.0, 13.0, -28.0, -115.9, 0.0, -14.3 
120.0, 13.0, -28.0, -151.6, 0.0, -35.8 
126.0, 13.0, -28.0, -180.0, 0.0, -28.4 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
