% hyscan_SZA_0p5_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 80.0, -9.5, 87.2, -9.5, 87.2 
7.0, 83.0, -6.5, 85.9, 3.0, -1.2 
5.0, 85.0, -4.5, 84.3, 2.0, -1.6 
3.5, 86.5, -3.0, 81.9, 1.5, -2.4 
3.0, 87.0, -2.5, -80.5, 0.5, -162.4 
3.5, 86.5, -3.0, -81.9, -0.5, -1.3 
4.0, 86.0, -3.5, -82.9, -0.5, -1.0 
5.0, 85.0, -4.5, -84.3, -1.0, -1.4 
6.0, 84.0, -5.5, -85.3, -1.0, -0.9 
7.0, 83.0, -6.5, -85.9, -1.0, -0.7 
8.0, 82.0, -7.5, -86.4, -1.0, -0.5 
10.0, 80.0, -9.5, -87.2, -2.0, -0.7 
12.0, 78.0, -11.5, -87.6, -2.0, -0.5 
14.0, 76.0, -13.5, -88.0, -2.0, -0.3 
16.0, 74.0, -15.5, -88.3, -2.0, -0.3 
18.0, 72.0, -17.5, -88.5, -2.0, -0.2 
20.0, 70.0, -19.5, -88.6, -2.0, -0.2 
25.0, 65.0, -24.5, -88.9, -5.0, -0.3 
30.0, 60.0, -29.5, -89.1, -5.0, -0.2 
35.0, 55.0, -34.5, -89.3, -5.0, -0.2 
40.0, 50.0, -39.5, -89.4, -5.0, -0.1 
45.0, 45.0, -44.5, -89.5, -5.0, -0.1 
50.0, 40.0, -49.5, -89.6, -5.0, -0.1 
60.0, 30.0, -59.5, -89.7, -10.0, -0.1 
70.0, 20.0, -69.5, -89.8, -10.0, -0.1 
80.0, 10.0, -79.5, -89.9, -10.0, -0.1 
80.5, 10.0, -79.5, -180.0, 0.0, -90.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
