% hyscan_SZA_56_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 33.4, -0.6, 12.0, -0.6, 12.0 
7.0, 33.7, -0.3, 8.4, 0.3, -3.6 
5.0, 33.9, -0.1, 6.0, 0.1, -2.4 
3.5, 33.9, -0.1, 4.2, 0.1, -1.8 
3.0, 33.9, -0.1, -3.6, 0.0, -7.8 
3.5, 33.9, -0.1, -4.2, -0.0, -0.6 
4.0, 33.9, -0.1, -4.8, -0.0, -0.6 
5.0, 33.9, -0.1, -6.0, -0.1, -1.2 
6.0, 33.8, -0.2, -7.2, -0.1, -1.2 
7.0, 33.7, -0.3, -8.4, -0.1, -1.2 
8.0, 33.6, -0.4, -9.6, -0.1, -1.2 
10.0, 33.4, -0.6, -12.0, -0.2, -2.4 
12.0, 33.2, -0.8, -14.4, -0.3, -2.4 
14.0, 32.9, -1.1, -16.7, -0.3, -2.4 
16.0, 32.5, -1.5, -19.1, -0.3, -2.3 
18.0, 32.1, -1.9, -21.4, -0.4, -2.3 
20.0, 31.7, -2.3, -23.7, -0.4, -2.3 
25.0, 30.5, -3.5, -29.4, -1.2, -5.7 
30.0, 29.0, -5.0, -34.9, -1.5, -5.5 
35.0, 27.3, -6.7, -40.2, -1.7, -5.3 
40.0, 25.4, -8.6, -45.3, -1.9, -5.2 
45.0, 23.3, -10.7, -50.3, -2.1, -5.0 
50.0, 21.1, -12.9, -55.2, -2.2, -4.8 
60.0, 16.2, -17.8, -64.4, -4.8, -9.2 
70.0, 11.0, -23.0, -73.2, -5.2, -8.8 
79.9, 11.0, -23.0, -85.2, 0.0, -12.0 
89.9, 11.0, -23.0, -97.5, 0.0, -12.3 
100.0, 11.0, -23.0, -110.2, 0.0, -12.8 
120.0, 11.0, -23.0, -138.2, 0.0, -28.0 
135.0, 11.0, -23.0, -180.0, 0.0, -41.8 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
