% hyscan_SZA_34_LUT.asc 
% dEl and dAz are moves relative to solar position. 
% dEl and dAz are incremental moves from current 4STAR position. 
% This is for CCW leg.  For CW, multiply dAz and ddAz by -1 
SA , El, dEl, dAz, ddEl, ddAz 
10.0, 54.7, -1.3, 17.5, -1.3, 17.5 
7.0, 55.4, -0.6, 12.4, 0.6, -5.1 
5.0, 55.7, -0.3, 8.9, 0.3, -3.5 
3.5, 55.8, -0.2, 6.2, 0.2, -2.7 
3.0, 55.9, -0.1, -5.4, 0.0, -11.6 
3.5, 55.8, -0.2, -6.2, -0.0, -0.9 
4.0, 55.8, -0.2, -7.1, -0.0, -0.9 
5.0, 55.7, -0.3, -8.9, -0.1, -1.8 
6.0, 55.5, -0.5, -10.6, -0.1, -1.8 
7.0, 55.4, -0.6, -12.4, -0.2, -1.7 
8.0, 55.2, -0.8, -14.1, -0.2, -1.7 
10.0, 54.7, -1.3, -17.5, -0.5, -3.4 
12.0, 54.2, -1.8, -20.8, -0.5, -3.3 
14.0, 53.6, -2.4, -24.0, -0.6, -3.2 
16.0, 52.8, -3.2, -27.1, -0.7, -3.1 
18.0, 52.0, -4.0, -30.2, -0.8, -3.0 
20.0, 51.2, -4.8, -33.1, -0.9, -2.9 
25.0, 48.7, -7.3, -39.8, -2.5, -6.8 
30.0, 45.9, -10.1, -45.9, -2.8, -6.1 
35.0, 42.8, -13.2, -51.4, -3.1, -5.5 
40.0, 39.4, -16.6, -56.3, -3.3, -4.9 
45.0, 35.9, -20.1, -60.8, -3.5, -4.5 
50.0, 32.2, -23.8, -64.9, -3.7, -4.1 
60.0, 24.5, -31.5, -72.1, -7.7, -7.2 
70.0, 16.5, -39.5, -78.5, -8.0, -6.4 
80.0, 8.3, -47.7, -84.4, -8.2, -5.9 
90.0, 8.3, -47.7, -102.4, 0.0, -18.0 
100.0, 8.3, -47.7, -121.9, 0.0, -19.5 
115.7, 8.3, -47.7, -180.0, 0.0, -58.1 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
NaN, NaN, NaN, NaN, NaN, NaN 
