  200.007  6.21934e+011
  200.017  6.16483e+011
  200.027  6.09687e+011
  200.037  5.90590e+011
  200.047  5.63238e+011
  200.057  5.55964e+011
  200.067  5.98292e+011
  200.077  6.94365e+011
  200.087  8.18075e+011
  200.097  9.24835e+011
  200.107  9.73608e+011
  200.117  9.50537e+011
  200.127  8.77726e+011
  200.137  7.98095e+011
  200.147  7.46524e+011
  200.157  7.32117e+011
  200.167  7.44538e+011
  200.177  7.72264e+011
  200.187  8.12310e+011
  200.197  8.62169e+011
  200.207  9.08371e+011
  200.217  9.31938e+011
  200.227  9.23412e+011
  200.237  8.88469e+011
  200.247  8.41714e+011
  200.257  7.95967e+011
  200.267  7.57850e+011
  200.277  7.32990e+011
  200.287  7.27972e+011
  200.297  7.46199e+011
  200.307  7.88663e+011
  200.317  8.52956e+011
  200.327  9.23782e+011
  200.337  9.74942e+011
  200.347  9.89255e+011
  200.357  9.70350e+011
  200.367  9.31601e+011
  200.377  8.82124e+011
  200.387  8.31912e+011
  200.397  7.98063e+011
  200.407  7.87164e+011
  200.417  7.82272e+011
  200.427  7.65052e+011
  200.437  7.40241e+011
  200.447  7.26725e+011
  200.457  7.34649e+011
  200.467  7.59657e+011
  200.477  7.93458e+011
  200.487  8.34470e+011
  200.496  8.87299e+011
  200.506  9.49503e+011
  200.516  1.00402e+012
  200.526  1.03411e+012
  200.536  1.03972e+012
  200.546  1.03064e+012
  200.556  1.01274e+012
  200.566  9.88207e+011
  200.576  9.59896e+011
  200.586  9.31534e+011
  200.596  9.08313e+011
  200.606  8.92136e+011
  200.616  8.72484e+011
  200.626  8.35796e+011
  200.636  7.90784e+011
  200.646  7.70499e+011
  200.656  8.01008e+011
  200.666  8.73820e+011
  200.676  9.50192e+011
  200.686  9.88555e+011
  200.696  9.71782e+011
  200.706  9.16874e+011
  200.716  8.59935e+011
  200.726  8.27967e+011
  200.736  8.23277e+011
  200.746  8.29532e+011
  200.756  8.27795e+011
  200.766  8.12734e+011
  200.776  7.99224e+011
  200.786  8.07925e+011
  200.796  8.41683e+011
  200.806  8.83062e+011
  200.816  9.13157e+011
  200.826  9.21328e+011
  200.836  8.99651e+011
  200.846  8.46372e+011
  200.856  7.83304e+011
  200.866  7.54498e+011
  200.876  7.89076e+011
  200.886  8.69144e+011
  200.896  9.44605e+011
  200.906  9.77150e+011
  200.916  9.69849e+011
  200.926  9.58239e+011
  200.936  9.72298e+011
  200.946  1.01009e+012
  200.956  1.04828e+012
  200.966  1.06693e+012
  200.976  1.06029e+012
  200.986  1.03468e+012
  200.996  1.00238e+012
  201.006  9.73020e+011
  201.016  9.48446e+011
  201.026  9.27281e+011
  201.036  9.09525e+011
  201.046  8.92454e+011
  201.056  8.70993e+011
  201.066  8.46599e+011
  201.076  8.24635e+011
  201.086  8.01808e+011
  201.096  7.71507e+011
  201.106  7.43478e+011
  201.116  7.39116e+011
  201.126  7.62343e+011
  201.136  7.94398e+011
  201.146  8.22398e+011
  201.156  8.55573e+011
  201.166  9.04520e+011
  201.176  9.57095e+011
  201.186  9.91622e+011
  201.196  1.00794e+012
  201.206  1.02450e+012
  201.216  1.04857e+012
  201.226  1.06938e+012
  201.236  1.07574e+012
  201.246  1.06638e+012
  201.256  1.05040e+012
  201.266  1.04379e+012
  201.276  1.05730e+012
