Wavelength,Lamps-00,Lamps-01,Lamps-02,Lamps-03,Lamps-04,Lamps-05,Lamps-06,Lamps-07,Lamps-08,Lamps-09,Lamps-10,Lamps-11,Lamps-12
2180.000000,0.032328,2.701531,5.841035,8.634068,11.680865,14.696695,17.610285,20.662724,23.402182,26.436687,29.371655,32.396237,35.329294
2190.000000,0.000000,2.780969,5.859412,8.690017,11.623090,14.604117,17.528673,20.488991,23.382384,26.329692,29.234571,32.333588,35.199917
2200.000000,0.027982,2.769186,5.810933,8.678988,11.641878,14.661268,17.488370,20.509350,23.304469,26.301949,29.173022,32.177582,35.108931
2210.000000,0.031504,2.709004,5.811159,8.581909,11.621023,14.558967,17.326325,20.358878,23.222167,26.145584,29.041646,32.018918,34.971636
2220.000000,0.000000,2.696742,5.701901,8.610170,11.554188,14.456009,17.221122,20.225847,23.076007,26.066440,28.901247,31.858186,34.751052
2230.000000,0.039787,2.632896,5.672501,8.430700,11.407956,14.291815,17.089888,19.933750,22.813051,25.767490,28.581040,31.460162,34.401958
2240.000000,0.000000,2.623679,5.524254,8.289297,11.165942,14.043620,16.807536,19.728650,22.475418,25.360888,28.116763,30.896734,33.771154
2250.000000,0.080894,2.497150,5.460961,8.079440,10.928749,13.733555,16.343684,19.204527,21.840232,24.621395,27.350333,30.192900,32.915837
2260.000000,0.000000,2.451854,5.195624,7.641413,10.448219,13.108996,15.603379,18.394127,20.846441,23.591362,26.149235,28.830931,31.520232
2270.000000,0.010631,2.191680,4.772830,7.209276,9.731065,12.292367,14.698118,17.191044,19.578906,22.105095,24.599495,27.087898,29.557822
2280.000000,0.009472,1.941458,4.355825,6.545559,8.847558,11.298079,13.451498,15.855982,18.030710,20.267966,22.660837,24.945922,27.287693
2290.000000,0.062091,1.701075,3.927193,5.943294,8.023141,10.138744,12.161914,14.376237,16.374193,18.428846,20.505402,22.622413,24.705725
2300.000000,0.005035,1.522275,3.605123,5.440607,7.408551,9.360591,11.122777,13.104002,14.950928,16.986026,18.750361,20.770691,22.667280
2310.000000,0.046428,1.359839,3.339524,5.066151,6.918083,8.719097,10.467430,12.376690,14.086137,15.817304,17.649033,19.509362,21.260627
2320.000000,0.105679,1.298969,3.142110,4.879039,6.710272,8.429227,9.984227,11.865991,13.517924,15.283015,16.968095,18.744316,20.487686
2330.000000,0.033736,1.208252,3.106119,4.695505,6.438778,8.275886,9.781757,11.629465,13.213373,14.928144,16.577011,18.343003,20.042913
2340.000000,0.033889,1.315867,3.041353,4.555766,6.217663,8.047597,9.602929,11.353881,12.857598,14.550674,16.262770,17.976352,19.482663
2350.000000,0.047557,1.180745,2.849836,4.421829,6.076304,7.603565,9.198526,10.867538,12.405574,14.021852,15.608858,17.314233,18.891902
2360.000000,0.102788,1.166242,2.844507,4.238003,5.791177,7.379783,8.751324,10.527298,11.992694,13.526478,15.092244,16.636859,18.156728
2370.000000,0.090717,1.041721,2.672840,4.122692,5.610669,7.204077,8.574972,10.103573,11.673719,13.171531,14.593730,16.114273,17.724918
2380.000000,0.144005,1.046650,2.623533,3.969031,5.386125,7.072550,8.336090,9.833008,11.342638,12.752602,14.236640,15.584874,17.091893
2390.000000,0.074020,1.027937,2.479771,3.844521,5.207213,6.630398,8.079271,9.557459,10.973298,12.239765,13.722288,15.185692,16.641252
2400.000000,0.105119,0.958572,2.401176,3.759348,5.070254,6.530732,7.736203,9.258997,10.565132,11.934686,13.311903,14.669092,16.071999
